id,age,country,employment_type,years_employed,annual_income,years_credit_history,num_credit_accounts,credit_score,past_defaults,payment_history_score,total_portfolio_value,btc_pct,eth_pct,stablecoins_pct,other_pct,portfolio_volatility_30d,transaction_frequency_30d,average_transaction_size,wallet_age_days,smart_contract_interactions,defi_experience_level,gas_fee_spending_30d,requested_loan_amount,loan_purpose,collateral_amount,collateral_type,requested_term_months,ltv_ratio,debt_to_income_ratio,risk_score,default_in_12_months,actual_repayment_days,generated_at,generator_version
SYNTH_000106,57,SG,student,0,75619,39,4,847,0,100,72376,37.21,27.83,21.13,13.82,32.14945346018414,11,7589,242,8,7,470,1000,personal,1900,USDT,12,52.63,0.11,32.97,0,328.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000107,37,UK,part_time,15,100513,19,4,793,0,87,2707533,20.89,54.66,20.26,4.18,39.04058902400095,8,810452,500,13,2,345,1000,investment,1959,USDC,36,51.05,0.08,32.68,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000108,38,US,full_time,11,55877,20,2,685,0,89,50444,16.77,22.56,59.19,1.48,27.101134673284516,13,9856,1082,9,43,502,1000,other,1567,ETH,3,63.82,0.15,39.65,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000109,34,OTHER,full_time,16,161749,16,2,782,0,86,132400,23.35,44.19,32.37,0.09,43.003142146036375,14,20746,768,5,2,627,1000,business,1895,USDT,24,52.77,0.05,34.78,0,757.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000110,18,AU,self_employed,0,58182,0,5,597,0,54,63644,41.63,27.4,28.37,2.6,37.930876577449695,13,4436,75,13,33,465,1000,business,1789,BTC,6,55.9,0.14,44.19,0,169.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000111,34,SG,self_employed,13,37685,14,8,620,0,60,63390,8.7,22.68,46.07,22.56,19.389986456379898,9,3852,65,11,8,377,1000,investment,1699,USDT,12,58.86,0.22,48.45,0,360.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000112,35,CA,full_time,10,30687,17,2,708,0,69,37357,12.4,58.04,29.33,0.24,33.42280591395775,13,3933,642,7,37,100,1000,personal,1344,USDT,36,74.4,0.27,45.67,0,1024.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000113,64,JP,full_time,32,145410,44,2,748,1,91,93337,30.01,23.24,46.38,0.37,25.966605138078094,11,11823,188,8,19,437,1000,other,1258,BTC,6,79.49,0.06,37.0,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000114,32,US,full_time,6,45614,14,7,728,1,86,807611,24.26,16.52,52.58,6.63,39.3079260567863,18,159504,356,9,19,198,1000,personal,1530,USDC,3,65.36,0.18,45.1,0,93.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000115,38,US,full_time,10,95778,20,1,662,0,48,276698,16.09,52.88,21.1,9.93,38.91979758499643,14,53417,835,7,3,138,1000,business,1917,DAI,36,52.16,0.09,39.1,0,1073.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000116,34,SG,full_time,16,103678,16,3,740,0,65,401341,26.11,37.05,27.46,9.38,39.47738303090815,10,118375,1079,9,23,202,1000,business,1702,USDT,12,58.75,0.08,34.71,0,378.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000117,20,AU,full_time,0,46236,2,1,710,0,54,25831,19.95,19.35,34.51,26.19,45.28234240433269,11,3999,1526,8,32,392,1000,business,1393,USDT,36,71.79,0.18,45.61,0,989.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000118,48,US,self_employed,23,66968,30,3,757,0,74,74955,22.97,26.11,45.95,4.97,37.335419133599174,18,21521,272,9,13,557,1000,personal,1279,BTC,3,78.19,0.12,43.44,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000119,44,OTHER,part_time,17,30155,25,2,607,1,42,1219,36.56,21.7,37.18,4.57,35.88778409960593,15,149,213,8,16,317,1000,personal,1910,ETH,24,52.36,0.28,49.91,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000120,44,SG,self_employed,22,217961,22,5,662,1,63,272763,14.09,13.92,64.98,7.01,27.172441902612146,20,74637,623,8,43,789,1000,personal,1789,USDC,6,55.9,0.04,32.58,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000121,24,UK,part_time,0,15000,6,5,833,0,100,708781,9.77,69.35,20.1,0.77,40.8767870286181,11,147690,839,5,32,162,1000,business,1546,USDT,24,64.68,0.56,42.55,0,774.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000122,51,US,self_employed,32,37981,31,5,567,1,74,34944,8.27,38.54,49.23,3.96,33.49035182646593,9,2228,684,4,11,50,1000,business,1963,USDC,12,50.94,0.22,50.35,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000123,18,US,self_employed,0,38518,0,2,763,0,73,57547,31.49,8.3,55.12,5.1,18.396256788619652,8,16260,1252,5,23,155,1000,investment,1268,DAI,36,78.86,0.22,43.53,0,993.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000124,42,AU,full_time,17,179878,18,6,720,0,81,202006,14.92,37.78,35.91,11.39,34.67921762678923,14,13353,497,3,10,428,1000,personal,1879,USDT,6,53.22,0.05,34.96,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000125,61,OTHER,full_time,42,238396,41,2,757,0,99,30759,47.93,32.03,16.31,3.73,43.79951324806011,11,7204,647,8,33,166,1000,business,1978,USDC,6,50.56,0.03,31.92,0,184.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000126,23,UK,student,0,24461,5,4,596,1,47,54414,3.24,52.92,17.86,25.98,33.12201823170466,14,10254,265,8,22,595,1000,personal,1713,USDT,6,58.38,0.34,51.09,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000127,28,OTHER,part_time,6,64007,10,3,557,1,72,122240,23.59,39.6,25.61,11.2,29.960669980871813,9,27043,278,12,21,409,1000,personal,1297,USDT,12,77.1,0.13,50.28,0,352.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000128,36,AU,full_time,8,42470,18,6,742,0,89,13195,35.7,39.93,21.0,3.37,37.12767223052011,17,2691,209,10,23,595,1000,personal,1784,DAI,12,56.05,0.2,41.44,0,388.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000129,28,SG,full_time,5,22435,10,9,649,0,55,2821,8.23,14.98,54.1,22.69,34.94717969901269,11,841,524,6,28,179,1000,other,1390,ETH,24,71.94,0.37,51.11,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000130,18,CA,self_employed,0,69680,0,2,727,0,74,639991,36.31,8.24,51.3,4.14,34.02226425593222,11,147644,789,9,11,187,1000,investment,1761,ETH,12,56.79,0.12,40.28,0,354.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000131,35,UK,full_time,17,109514,14,7,797,0,100,141566,6.04,60.11,33.63,0.22,34.13648972292597,6,23838,373,12,26,105,1000,other,1551,USDC,12,64.47,0.08,32.42,0,380.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000132,22,DE,full_time,0,144800,4,1,831,0,86,33392,15.99,13.94,64.36,5.71,22.028039199611985,15,5451,877,8,28,365,1000,business,1606,DAI,3,62.27,0.06,26.72,0,92.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000133,40,US,student,0,15000,19,5,749,0,69,223761,22.76,28.51,31.07,17.66,41.43390573466275,8,15163,220,12,26,296,1000,business,1489,USDT,12,67.16,0.56,47.72,0,368.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000134,23,CA,full_time,3,52853,4,3,747,0,76,614342,9.71,22.98,53.09,14.22,28.933759980013342,13,72955,738,6,23,113,1000,personal,1288,USDT,24,77.64,0.16,43.45,0,653.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000135,53,US,self_employed,24,53050,34,3,726,0,68,23146,18.84,50.32,22.09,8.75,31.01457312809099,13,1348,466,9,25,257,1000,business,1358,DAI,6,73.64,0.16,44.08,0,181.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000136,25,AU,part_time,0,15000,7,3,485,2,50,97470,15.86,11.94,53.14,19.06,26.86942656308929,9,9770,375,11,21,152,1000,investment,1526,USDC,12,65.53,0.56,58.31,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000137,31,AU,full_time,13,66354,13,4,812,0,89,164627,26.68,25.7,42.71,4.92,28.70348209419131,13,15404,799,10,17,213,1000,personal,1921,USDT,12,52.06,0.13,34.03,0,324.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000138,44,US,full_time,26,115058,20,4,712,1,67,6744651,27.81,12.98,56.03,3.18,27.18625517981723,9,820028,533,7,12,68,1000,personal,1311,ETH,12,76.28,0.07,38.45,0,346.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000139,20,UK,full_time,0,41038,2,2,509,1,22,74172,34.97,20.31,17.68,27.04,42.48917134826153,20,8861,275,4,24,899,1000,personal,1414,USDC,12,70.72,0.2,56.18,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000140,37,SG,full_time,15,61854,17,8,709,0,59,215064,1.72,29.64,53.7,14.94,26.441219631201186,13,27390,619,9,28,152,1000,education,1281,USDT,36,78.06,0.13,42.88,0,1118.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000141,50,DE,self_employed,23,88945,32,4,615,2,40,43517,18.57,2.14,76.82,2.47,21.38345345686659,14,5568,542,5,28,677,1000,emergency,1838,Mixed,36,54.41,0.09,38.24,0,1080.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000142,18,US,full_time,0,15000,0,4,669,0,86,62857,2.8,13.05,55.17,28.98,30.645116115207816,14,4479,70,13,30,615,1000,education,1358,ETH,6,73.64,0.56,51.7,0,183.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000143,37,DE,full_time,11,59483,19,3,768,0,92,536322,23.38,27.05,28.79,20.78,45.75724160905821,9,133482,336,7,7,286,1000,emergency,1567,Mixed,12,63.82,0.14,43.75,0,350.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000144,38,US,full_time,19,15000,18,3,691,1,85,96875,11.57,17.96,66.87,3.6,26.422537855122314,7,26948,395,8,17,175,1000,investment,1892,USDC,24,52.85,0.56,46.01,0,791.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000145,44,US,full_time,26,123639,25,3,788,0,100,18881,9.8,10.21,53.34,26.65,30.81460851822051,11,5517,793,9,22,73,1000,business,1401,DAI,12,71.38,0.07,33.02,0,360.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000146,20,US,full_time,0,26105,2,6,687,0,71,20441,8.83,17.44,71.15,2.58,24.375573831636093,17,1180,407,7,20,807,1000,business,1695,DAI,12,59.0,0.32,45.76,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000147,19,US,self_employed,0,142462,0,4,850,0,96,1460210,42.04,27.79,23.17,7.01,39.82395295878032,15,191080,601,12,8,387,1000,business,1244,DAI,3,80.39,0.06,36.76,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000148,41,AU,full_time,23,15000,23,1,733,0,92,345784,24.01,37.88,26.24,11.87,36.12535775049683,9,59650,378,7,3,186,1000,emergency,1636,USDT,3,61.12,0.56,49.63,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000149,38,OTHER,full_time,17,167363,19,4,700,0,85,88190,26.37,45.24,23.8,4.59,42.685255834587934,7,24322,270,6,15,49,1000,emergency,1628,USDC,12,61.43,0.05,38.33,0,355.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000150,38,UK,full_time,15,33571,20,4,693,0,74,54988,25.04,33.38,35.35,6.23,32.389077311240165,7,11800,566,8,6,119,1000,personal,1587,DAI,6,63.01,0.25,48.8,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000151,39,SG,part_time,16,105296,21,4,726,0,64,2181253,27.24,43.05,17.69,12.02,37.7798601124093,12,210474,996,10,28,525,1000,personal,1453,DAI,6,68.82,0.08,35.5,0,192.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000152,26,US,full_time,1,89810,8,10,664,0,68,403329,17.58,29.19,33.31,19.92,26.219997502759362,8,108970,326,8,13,355,1000,other,1580,USDT,6,63.29,0.09,39.21,0,186.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000153,37,DE,self_employed,11,225442,19,3,630,1,56,198639,17.53,47.02,23.62,11.84,32.66570705573665,11,59526,334,7,0,538,1000,business,1379,USDT,12,72.52,0.04,44.23,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000154,38,US,self_employed,17,81106,19,4,663,0,44,135240,33.61,21.87,40.54,3.99,29.68088386127905,10,16099,495,11,4,120,1000,education,1601,BTC,24,62.46,0.1,42.47,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000155,26,DE,self_employed,3,134014,8,1,691,0,69,4912631,19.06,14.51,45.85,20.58,33.44730207030049,10,635123,415,6,19,427,1000,business,1255,USDC,36,79.68,0.06,41.47,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000156,57,OTHER,full_time,36,104439,37,5,709,1,62,42811,24.35,37.45,34.77,3.43,37.740985069294,14,8742,533,11,22,505,1000,business,1981,DAI,6,50.48,0.08,33.33,0,195.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000157,40,US,part_time,12,15000,22,5,798,0,74,207213,23.44,30.19,36.11,10.26,24.957544314485496,15,43261,105,5,10,484,1000,education,1908,USDC,3,52.41,0.56,43.09,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000158,20,AU,self_employed,0,27890,2,1,787,0,84,191841,3.5,37.33,45.23,13.94,28.034801340451246,10,10192,1157,7,34,76,1000,business,1922,USDC,6,52.03,0.3,38.1,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000159,42,US,student,0,63812,24,4,792,0,87,83447,19.3,34.7,29.84,16.15,37.227803197760274,13,23187,417,7,7,349,1000,personal,1987,BTC,36,50.33,0.13,38.33,0,1035.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000160,23,UK,full_time,0,48584,3,3,723,1,74,24285,26.63,28.1,44.28,0.99,36.211210078789534,7,7096,463,9,28,204,1000,investment,1218,USDC,12,82.1,0.17,46.01,0,355.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000161,44,US,self_employed,22,95999,26,3,747,0,85,103574,6.49,15.48,59.26,18.77,23.12598317714123,10,29044,401,10,0,425,1000,other,1866,DAI,6,53.59,0.09,34.07,0,167.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000162,48,UK,self_employed,18,74877,30,2,835,0,100,6402919,65.5,10.78,16.39,7.33,27.9638860385213,21,1366638,316,6,30,601,1000,emergency,1505,ETH,3,66.45,0.11,32.69,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000163,25,US,full_time,0,30842,4,5,750,0,82,351127,28.97,29.43,41.02,0.59,40.14286565171385,14,67998,552,9,27,698,1000,emergency,1988,USDC,12,50.3,0.27,41.83,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000164,46,UK,full_time,27,53440,24,3,813,0,92,2189365,23.23,47.93,20.81,8.03,33.07988403515364,9,180441,190,4,23,295,1000,business,1342,USDC,6,74.52,0.16,39.27,0,186.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000165,39,UK,self_employed,15,80922,21,5,586,1,65,356080,37.26,16.55,43.66,2.53,19.1018760773687,12,23333,944,9,7,560,1000,business,1345,DAI,3,74.35,0.1,46.92,0,89.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000166,44,UK,full_time,26,58303,24,2,850,0,90,93258,54.93,30.19,12.33,2.55,36.11594808985006,16,6684,235,5,35,417,1000,personal,1857,ETH,3,53.85,0.14,32.88,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000167,57,CA,self_employed,36,262093,39,4,670,1,51,487913,37.56,13.4,28.8,20.24,40.22662493537006,18,61037,285,5,3,470,1000,business,1886,USDT,6,53.02,0.03,39.45,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000168,32,OTHER,full_time,12,44865,14,2,750,0,84,405843,24.5,31.72,37.51,6.27,29.705048045558705,12,100992,273,7,19,75,1000,investment,1954,DAI,6,51.18,0.19,39.63,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000169,25,UK,full_time,0,144985,4,2,713,0,59,77942,4.41,17.03,60.07,18.49,28.77464146773904,12,19264,919,16,29,354,1000,business,1655,USDT,12,60.42,0.06,33.18,0,342.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000170,24,US,self_employed,0,42684,2,1,597,1,53,99440,1.17,30.51,68.21,0.11,29.96604618113485,12,22771,1219,8,39,586,1000,investment,1203,USDC,6,83.13,0.2,50.51,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000171,25,US,full_time,0,52869,7,3,654,0,72,73610,7.38,63.7,26.55,2.37,30.18659596270495,5,14313,391,11,0,93,1000,education,1883,USDT,36,53.11,0.16,45.69,0,1181.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000172,34,JP,part_time,7,18656,16,2,721,0,73,6554,22.5,8.39,52.23,16.88,28.869095053211126,10,368,500,12,23,440,1000,education,1540,ETH,24,64.94,0.45,47.27,0,697.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000173,39,DE,student,0,21051,21,10,653,0,61,342849,9.45,33.48,42.5,14.57,33.34848175106722,15,100142,715,5,22,259,1000,business,1482,USDC,12,67.48,0.4,50.84,0,361.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000174,38,SG,self_employed,19,73926,20,6,724,1,90,39207,18.6,11.12,19.04,51.24,37.99279872872165,17,8427,528,6,17,566,1000,business,1334,USDC,12,74.96,0.11,42.4,0,358.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000175,44,US,student,0,41352,25,4,718,1,72,189090,15.17,31.26,45.89,7.67,21.661418588166747,10,21109,501,9,16,272,1000,education,1345,USDC,6,74.35,0.2,46.0,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000176,35,UK,student,0,18256,17,6,623,0,55,2566532,9.92,67.37,13.98,8.73,37.71180787668892,10,712708,109,8,18,459,1000,business,1581,USDC,6,63.25,0.46,53.63,0,196.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000177,52,US,full_time,31,245698,34,5,738,0,78,22360,22.0,51.18,25.37,1.46,35.41166524655959,18,2517,874,9,22,888,1000,business,1964,USDC,12,50.92,0.03,32.33,0,344.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000178,31,OTHER,student,0,15000,13,3,787,0,100,21315,9.98,35.39,52.71,1.92,21.723668092627427,14,4154,1016,7,9,375,1000,business,1527,USDC,24,65.49,0.56,44.91,0,677.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000179,67,JP,full_time,49,139135,49,5,697,2,64,93041,37.4,29.04,30.97,2.58,36.259467182072264,10,7421,612,8,31,265,1000,business,1289,ETH,12,77.58,0.06,37.7,0,366.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000180,42,US,full_time,14,116123,22,6,850,0,100,1019360,3.85,36.83,50.05,9.26,34.70574898016309,11,300407,373,8,0,341,1000,education,1979,USDC,3,50.53,0.07,31.13,0,96.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000181,24,SG,self_employed,0,143849,6,4,602,0,40,25032,29.36,12.3,57.19,1.15,26.22853247608637,11,4841,1494,6,37,311,1000,emergency,1587,ETH,12,63.01,0.06,37.58,0,348.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000182,22,US,self_employed,0,33384,0,3,666,0,52,98634,49.12,17.6,21.13,12.14,42.780118588953165,16,7579,356,7,26,524,1000,investment,1315,USDC,24,76.05,0.25,50.99,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000183,40,UK,full_time,18,147772,20,2,837,1,100,98602,12.47,15.01,70.74,1.77,22.647022682670354,8,9742,1329,12,6,227,1000,education,1287,BTC,24,77.7,0.06,34.07,0,715.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000184,32,JP,full_time,9,241697,13,2,809,0,84,476917,13.07,31.62,38.98,16.33,30.91627003503003,10,86711,810,6,25,237,1000,personal,1273,USDC,24,78.55,0.03,34.1,0,744.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000185,43,SG,self_employed,16,170943,24,5,850,0,100,345865,6.82,44.88,44.22,4.08,24.511605406615985,11,26237,652,5,7,524,1000,business,1643,DAI,12,60.86,0.05,29.88,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000186,40,UK,full_time,22,32807,18,2,702,0,68,21506,4.75,45.52,31.2,18.53,32.67212854276636,15,5162,227,3,16,461,1000,other,1286,USDT,12,77.76,0.25,50.81,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000187,34,US,self_employed,5,62214,13,8,698,0,97,56672,9.97,35.96,42.13,11.93,31.037483321978353,11,10801,254,9,16,96,1000,business,1521,DAI,6,65.75,0.13,43.05,0,165.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000188,24,AU,self_employed,0,72136,5,1,554,0,54,160381,2.7,28.06,45.44,23.8,24.920192659661694,15,14098,486,11,38,378,1000,education,1876,USDT,36,53.3,0.12,40.54,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000189,18,DE,full_time,0,30245,0,4,623,1,59,4955,13.8,43.6,41.41,1.19,38.34104234727376,11,507,346,5,22,183,1000,business,1513,USDT,12,66.09,0.28,52.23,0,349.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000190,29,SG,full_time,1,146190,10,5,739,1,83,493534,29.19,40.62,29.59,0.6,34.50160440906631,11,123460,500,8,22,259,1000,business,1769,USDC,24,56.53,0.06,32.73,0,668.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000191,45,US,self_employed,27,26790,27,5,800,0,77,25312,28.35,46.69,21.69,3.27,38.07885437353315,9,6214,882,8,15,154,1000,emergency,1726,USDC,24,57.94,0.31,43.05,0,781.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000192,37,UK,full_time,10,34942,19,7,506,1,40,1029521,10.59,40.45,48.88,0.08,30.72134738276993,12,92842,178,7,10,156,1000,business,1773,ETH,36,56.4,0.24,55.12,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000193,20,OTHER,full_time,2,34279,2,4,630,0,55,217606,30.01,37.64,31.47,0.89,36.78890529574611,10,28664,611,3,0,329,1000,emergency,1875,USDC,24,53.33,0.24,51.58,0,737.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000194,37,SG,full_time,19,133205,18,4,850,0,100,67128,10.95,34.65,46.23,8.17,41.178464767036544,14,7607,461,9,8,382,1000,emergency,1613,USDT,12,62.0,0.06,31.43,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000195,39,UK,full_time,21,76608,19,4,793,0,89,156767,5.06,17.26,41.71,35.97,26.028325985398848,7,21352,1001,10,27,78,1000,other,1477,USDC,3,67.7,0.11,33.19,0,82.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000196,24,SG,full_time,6,94183,6,4,605,0,47,151523,39.1,18.7,39.2,3.0,36.239502457020144,8,20652,261,8,6,68,1000,personal,1227,USDT,6,81.5,0.09,46.96,0,165.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000197,36,AU,full_time,14,72164,18,6,811,0,100,85974,60.39,16.4,14.67,8.54,47.47472038061357,14,15129,940,3,14,439,1000,personal,1620,USDC,36,61.73,0.12,37.92,0,1098.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000198,35,UK,self_employed,8,100781,14,3,779,0,80,119399,39.85,13.7,44.67,1.78,33.66178320002056,12,13652,1155,9,8,169,1000,emergency,1455,DAI,12,68.73,0.08,36.51,0,377.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000199,21,US,self_employed,0,44110,0,2,837,1,86,32699,18.41,24.01,43.28,14.29,28.235910816384585,14,2474,1094,3,7,257,1000,personal,1683,DAI,12,59.42,0.19,39.12,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000200,39,DE,student,0,31301,18,4,748,0,83,145701,6.72,46.53,41.35,5.39,26.638263016947718,18,17239,259,8,17,391,1000,investment,1256,ETH,36,79.62,0.27,47.03,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000201,41,CA,full_time,16,138380,21,5,808,0,89,78439,11.32,44.09,43.95,0.64,24.710196177874398,17,11959,546,9,38,248,1000,education,1597,DAI,3,62.62,0.06,27.19,0,98.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000202,47,CA,full_time,25,36054,29,3,842,0,95,714868,9.95,16.13,30.08,43.83,33.72685210832415,17,189707,466,15,29,226,1000,education,1334,USDC,12,74.96,0.23,41.0,0,378.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000203,47,JP,self_employed,23,72201,29,4,755,0,70,5223,13.6,43.05,39.85,3.5,38.35447545313069,7,727,678,8,26,312,1000,investment,1383,USDC,24,72.31,0.12,40.37,0,758.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000204,18,UK,self_employed,0,72878,0,2,775,0,77,202487,6.4,50.96,42.6,0.05,31.31918781302663,10,20418,188,6,33,490,1000,education,1315,Mixed,6,76.05,0.11,36.99,0,178.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000205,23,US,self_employed,0,91384,3,4,653,0,60,253233,37.02,12.48,49.0,1.5,31.280533842261008,13,68446,183,6,34,512,1000,business,1404,USDC,24,71.23,0.09,40.02,0,720.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000206,41,OTHER,self_employed,21,36796,20,4,661,0,49,51746,11.22,17.13,67.07,4.58,20.054939780634307,7,10065,1184,10,32,349,1000,personal,1717,USDC,24,58.24,0.23,42.79,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000207,41,UK,self_employed,22,241222,23,2,850,0,94,95369,20.08,32.31,46.31,1.31,29.94801422345467,10,16361,537,5,6,427,1000,other,1572,DAI,6,63.61,0.03,31.81,0,178.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000208,41,DE,full_time,12,69716,22,3,686,0,79,591880,4.37,58.46,31.32,5.85,39.94421292718955,14,117320,347,10,0,641,1000,personal,1354,ETH,3,73.86,0.12,46.89,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000209,75,CA,self_employed,51,106496,57,1,836,0,94,72407,34.94,22.45,42.4,0.22,36.602087619040006,11,16851,313,9,10,144,1000,investment,1560,USDC,3,64.1,0.08,31.9,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000210,41,SG,self_employed,18,365895,23,4,778,0,68,19296,9.4,36.61,22.94,31.05,34.52902813796237,12,1390,330,7,5,143,1000,education,1754,USDC,24,57.01,0.02,34.16,0,764.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000211,48,US,unemployed,0,15000,27,5,721,0,85,111994,10.3,29.3,53.89,6.51,32.059267160530375,9,32210,929,6,7,50,1000,education,1766,USDT,12,56.63,0.56,48.34,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000212,46,AU,self_employed,23,152301,27,5,850,0,84,150106,7.27,20.5,71.3,0.94,24.331394723124408,16,37307,549,7,0,482,1000,business,1461,ETH,12,68.45,0.05,30.95,0,369.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_000213,42,AU,self_employed,20,105724,24,5,804,0,97,314963,27.88,26.7,27.42,18.0,43.76754251473807,17,92437,222,5,24,92,1000,emergency,1819,Mixed,12,54.98,0.08,31.11,0,,2026-01-03T01:25:43.880677,1.0.0
